OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N0.HOG0008908,-88650.587158,-88650.587159,-88618.544781,-88618.544782,-89778.441119,0.29234,0.29234,0.31966,0.24228,0.31967,0.24228
N0.HOG0008914,-46900.124322,-46900.124322,-46870.929129,-46870.929129,-47229.515712,0.33382,0.33382,0.3578,0.22929,0.3578,0.22929
N0.HOG0008916,-190716.170874,-190766.724269,-190705.317287,-190617.042663,-193085.55623,0.20565,0.1957,0.20863,0.13805,0.21847,0.14397
N0.HOG0008917,-46826.090105,-46826.090105,-46814.849518,-46814.849518,-47387.79471,0.24322,0.24322,0.25533,0.19832,0.25533,0.19832
N0.HOG0008918,-50832.911622,-50832.911622,-50812.438848,-50812.438849,-51255.992639,0.23613,0.23613,0.24651,0.16205,0.24651,0.16204
N0.HOG0008977,-44819.154729,-44819.154729,-44792.01675,-44792.01675,-45678.733986,0.17614,0.17614,0.1923,0.12772,0.19231,0.12772
N0.HOG0008980,-81063.987926,-81031.170856,-81020.553894,-81020.464132,-82352.306404,0.18384,0.18918,0.1969,0.1585,0.19521,0.1578
N0.HOG0008982,-78543.557953,-78543.557951,-78535.250241,-78535.250239,-79149.666539,0.27765,0.27766,0.28617,0.24028,0.28617,0.24029
N0.HOG0009000,-19251.160543,-19251.160543,-19244.756048,-19244.756048,-19639.730023,0.19299,0.19299,0.20899,0.15828,0.20899,0.15828
N0.HOG0009001,-27739.125969,-27739.125969,-27705.25127,-27705.25127,-27964.304764,0.22006,0.22006,0.23394,0.09623,0.23394,0.09623
N0.HOG0009002,-18557.285429,-17579.511905,-19425.674433,-18000.132213,-19098.157876,0.21554,0.12336,1.60906,0.02687,0.12447,0.39922
N0.HOG0009003,-43808.510347,-36993.499304,-41432.005398,-40358.915104,-38172.735755,2,0.10706,2.19912,0.12602,0.48534,0.45827
N0.HOG0009004,-59767.48923,-59767.489237,-59742.816093,-59742.816076,-60335.366968,0.17791,0.17792,0.18523,0.11639,0.18523,0.11639
N0.HOG0009008,-100129.804711,-99846.337746,-99755.006195,-99785.133223,-101817.257919,0.17558,0.18684,0.18549,0.12034,0.18173,0.10618
N0.HOG0009045,-19358.934867,-18087.708179,-18086.281102,-18192.286797,-18236.236494,0.77907,0.13844,0.14372,0.09442,0.12682,0.59975
N0.HOG0009046,-60265.630233,-60265.630233,-60259.113117,-60259.113117,-60742.082025,0.30085,0.30085,0.31141,0.26406,0.31141,0.26406
N0.HOG0009047,-22003.690725,-22003.690729,-22002.308142,-22002.308084,-22160.191967,0.18108,0.18107,0.1837,0.15318,0.18377,0.15334
N0.HOG0009048,-26389.976888,-26389.976889,-26388.839837,-26388.839853,-26546.906958,0.19014,0.19014,0.19267,0.16693,0.19264,0.1669
N0.HOG0009059,-24019.820322,-24019.820322,-24013.245167,-24013.245167,-24367.794292,0.23274,0.23274,0.24634,0.18968,0.24634,0.18969
N0.HOG0009065,-26903.217694,-26831.497465,-28223.108285,-27850.44529,-27629.214798,0.07612,0.07334,0.07568,2.71273,0.08002,1.06098
N0.HOG0009067,-29384.894443,-29384.89443,-29376.766582,-29376.766585,-29721.19132,0.12506,0.12507,0.12972,0.08437,0.12971,0.08436
N0.HOG0009068,-78433.313973,-67371.535169,-72759.249393,-68092.370947,-69005.740092,2,0.15313,0.12772,0.30343,0.16251,0.4839
N0.HOG0009070,-35549.76774,-31643.931854,-31644.719226,-32185.634284,-32601.651586,1.9123,1e-04,1e-04,1e-04,1e-04,1e-04
N0.HOG0009089,-43478.793772,-43478.793772,-43442.754068,-43442.754068,-43984.948206,0.22109,0.22109,0.23786,0.13941,0.23786,0.13941
N0.HOG0009091,-15292.764236,-15292.768156,-15288.327378,-15288.315122,-16136.605942,0.06394,0.06383,0.07066,0.05242,0.07092,0.0524
N0.HOG0009092,-26420.931802,-26541.124917,-31767.565092,-26402.456104,-27230.467971,0.07432,0.05128,1.84731,2.31769,0.07824,0.04416
N0.HOG0009096,-32663.056322,-32663.056322,-32663.012292,-32663.012292,-32810.513067,0.11126,0.11126,0.11101,0.11576,0.11101,0.11576
N0.HOG0009101,-47831.261386,-47831.262728,-47808.424912,-47808.424708,-48250.035397,0.15552,0.15548,0.16179,0.08717,0.16178,0.08705
N0.HOG0009102,-91036.272377,-91036.272376,-91024.211666,-91024.211666,-91625.428844,0.341,0.34099,0.35459,0.29392,0.3546,0.29391
N0.HOG0009103,-26494.785446,-26494.785445,-26479.230255,-26479.230255,-26942.307532,0.12813,0.12813,0.13935,0.08019,0.13935,0.08019
N0.HOG0009133,-41981.844506,-42059.960357,-45067.413134,-42273.585962,-42422.021857,0.06474,0.08077,0.05043,6.45065,0.07112,1e-04
N0.HOG0009157,-34078.82935,-33329.873699,-35782.33455,-36990.031662,-35379.146688,0.03143,0.02659,0.03501,2.31217,0.47337,0.49823
N0.HOG0009158,-55258.591836,-55258.591836,-55246.112607,-55246.112607,-55560.698807,0.32886,0.32886,0.34522,0.26239,0.34522,0.26239
N0.HOG0009159,-75386.975299,-75386.975299,-75363.681868,-75363.681868,-76101.264482,0.27885,0.27885,0.29782,0.22433,0.29782,0.22433
N0.HOG0009164,-53048.596658,-53048.596658,-53023.654581,-53023.654581,-53575.834444,0.15404,0.15404,0.16036,0.09183,0.16036,0.09183
N0.HOG0009176,-18078.642002,-18078.642001,-18060.284158,-18060.284158,-18323.04429,0.2597,0.25968,0.28792,0.17228,0.28791,0.17228
N0.HOG0009178,-87581.88001,-87581.88001,-87528.453897,-87528.453897,-88541.71861,0.33316,0.33316,0.369,0.25628,0.369,0.25628
N0.HOG0009190,-14385.022377,-14385.022377,-14382.566751,-14382.566749,-14482.748147,0.33734,0.33733,0.35279,0.28362,0.35279,0.28359
N0.HOG0009205,-32700.444712,-32700.444709,-32695.41388,-32695.413883,-33048.706282,0.24303,0.24302,0.25275,0.20684,0.25277,0.20683
N0.HOG0009209,-66826.772187,-66826.772187,-66808.345479,-66808.345479,-67323.05496,0.2116,0.2116,0.21879,0.151,0.21879,0.151
N0.HOG0009228,-139652.695418,-139652.695413,-139648.446594,-139648.446638,-140691.757517,0.28077,0.28076,0.28554,0.26058,0.28552,0.26061
N0.HOG0009229,-40489.697943,-39661.876349,-47829.016436,-44400.17106,-41887.391463,1e-04,0.02513,1.8273,1.90984,0.56793,0.8342
N0.HOG0009239,-27261.402132,-25554.113242,-26042.482724,-26190.340703,-26397.368006,1e-04,0.03695,0.05,0.07534,0.01621,0.02369
N0.HOG0009241,-25580.270374,-25580.270374,-25535.377925,-25535.377925,-25966.09263,0.16976,0.16976,0.18595,0.07009,0.18594,0.07009
N0.HOG0009246,-54526.235281,-54526.235314,-54481.556236,-54481.556197,-55498.127332,0.21062,0.21066,0.23159,0.14596,0.23157,0.14595
N0.HOG0009256,-34231.65841,-34231.657635,-34198.189096,-34198.188345,-34703.888679,0.19679,0.19684,0.21264,0.11387,0.21284,0.1138
N0.HOG0009257,-44820.171639,-44764.212223,-44763.996293,-44758.126378,-45356.709994,0.18261,0.15128,0.1582,0.12471,0.15596,0.1235
N0.HOG0009260,-50045.680176,-50045.680176,-50033.718465,-50033.71847,-50587.229137,0.10557,0.10557,0.1088,0.06984,0.10879,0.06983
N0.HOG0009272,-40152.955086,-40152.955086,-40143.093619,-40143.093618,-40499.811778,0.21396,0.21396,0.22117,0.16004,0.22117,0.16004
N0.HOG0009274,-40471.830476,-40471.830476,-40457.33109,-40457.331089,-41144.335222,0.29644,0.29644,0.3294,0.25469,0.3294,0.25469
N0.HOG0009279,-292089.259058,-292089.259058,-292001.4197,-292001.4197,-292430.936176,0.3906,0.3906,0.39831,0.18987,0.39831,0.18987
N0.HOG0009281,-127097.393012,-113232.0605,-112125.479723,-111021.015679,-111020.962783,1.87267,0.48586,0.1484,1.89771,0.1642,0.91689
N0.HOG0009294,-27268.474042,-27268.474042,-27244.675015,-27244.675015,-27478.368609,0.23562,0.23562,0.25327,0.12762,0.25327,0.12762
N0.HOG0009296,-27699.08593,-27699.085929,-27698.201137,-27698.201136,-28004.056762,0.18286,0.18286,0.18618,0.169,0.18618,0.16901
N0.HOG0009299,-18541.274404,-18541.274404,-18540.315903,-18540.315904,-18703.699172,0.12828,0.12828,0.13023,0.10889,0.13023,0.10889
N0.HOG0009302,-24266.577423,-24266.577404,-24264.450026,-24264.450027,-24526.419159,0.16777,0.16776,0.17145,0.14169,0.17144,0.1417
N0.HOG0009319,-78959.027952,-78959.027952,-78952.943058,-78952.943058,-79375.509281,0.23942,0.23942,0.24445,0.20129,0.24445,0.20129
N0.HOG0009322,-29218.635249,-29218.635247,-29216.452209,-29216.452248,-29777.10552,0.16713,0.16716,0.17271,0.15141,0.17274,0.15141
N0.HOG0009335,-29464.658941,-29464.658932,-29458.62397,-29458.624,-29899.275997,0.15783,0.15781,0.16498,0.12666,0.16498,0.12659
N0.HOG0009336,-53113.491022,-53113.491022,-53028.863293,-53028.863293,-53993.036291,0.22315,0.22315,0.25369,0.12905,0.25369,0.12905
N0.HOG0009338,-59239.730864,-59239.730866,-59235.27317,-59235.273179,-59600.729285,0.28755,0.28757,0.29424,0.25152,0.29423,0.25155
N0.HOG0009340,-70099.800652,-70099.800652,-70072.36997,-70072.36997,-70450.246705,0.22588,0.22588,0.23357,0.13445,0.23357,0.13445
N0.HOG0009341,-48725.492056,-48725.492056,-48614.228621,-48614.228621,-49659.104973,0.19683,0.19683,0.22575,0.09605,0.22575,0.09605
N0.HOG0009359,-33993.630922,-33993.630922,-33993.564813,-33993.564813,-34256.181231,0.16607,0.16607,0.16554,0.17047,0.16554,0.17047
N0.HOG0009362,-18053.077647,-18053.077647,-18034.430895,-18034.430895,-18389.038468,0.13714,0.13714,0.15048,0.07675,0.15048,0.07675
N0.HOG0009366,-47233.293144,-47233.682827,-48335.897565,-47214.626349,-48330.063217,0.12206,0.12543,0.18136,0.07313,0.13102,0.07644
N0.HOG0009368,-62710.812098,-62710.812098,-62684.325606,-62684.325603,-63172.250526,0.16098,0.16098,0.1665,0.09071,0.16649,0.09071
N0.HOG0009375,-100707.013942,-100707.007145,-100694.659103,-100694.658731,-101167.9642,0.17241,0.17248,0.17509,0.12314,0.1751,0.12325
N0.HOG0009376,-38220.80831,-38220.80831,-38217.48141,-38217.481411,-38462.36325,0.26575,0.26575,0.27161,0.22798,0.27161,0.22797
N0.HOG0009378,-102710.163008,-102708.738189,-102687.508774,-102686.079984,-103319.369149,0.3497,0.34615,0.35434,0.27722,0.35921,0.27822
N0.HOG0009379,-65984.947734,-65984.947733,-65952.410626,-65952.410626,-66594.221766,0.24605,0.24605,0.262,0.17039,0.262,0.17038
N0.HOG0009380,-75589.752455,-75589.752457,-75574.20417,-75574.20418,-76017.245066,0.22692,0.22691,0.23381,0.16335,0.23382,0.1634
N0.HOG0009386,-28101.951375,-24329.201753,-24357.722928,-24344.736631,-26463.485968,2,0.13993,0.15278,0.07091,0.16175,0.13963
N0.HOG0009389,-43924.528226,-43924.528226,-43866.192056,-43866.192056,-44438.351636,0.25812,0.25812,0.28673,0.14778,0.28673,0.14778
N0.HOG0009394,-31980.262695,-31980.262701,-31979.01948,-31979.019454,-32336.120681,0.18851,0.1885,0.19498,0.17259,0.19498,0.1726
N0.HOG0009396,-36860.869362,-36860.869362,-36848.209283,-36848.209283,-37181.150397,0.28734,0.28734,0.30319,0.22167,0.30319,0.22167
N0.HOG0009397,-87657.467682,-87657.467661,-87625.184483,-87625.184507,-88641.785571,0.161,0.16101,0.16746,0.11,0.16745,0.11003
N0.HOG0009399,-110361.803138,-112970.347364,-111589.976261,-115832.98726,-112643.254563,0.18118,0.5,0.4653,0.0871,0.4839,0.52582
N0.HOG0009404,-52285.65636,-52285.65636,-52282.654115,-52282.654115,-53271.713032,0.13538,0.13538,0.13169,0.14805,0.13169,0.14806
N0.HOG0009407,-34914.571072,-34914.571071,-34893.767184,-34893.767184,-35420.68855,0.14274,0.14273,0.15086,0.0907,0.15086,0.0907
N0.HOG0009408,-92210.966797,-93940.976279,-92487.428137,-92724.481856,-97293.92048,0.19944,0.5,0.23654,0.204,0.27318,0.21116
N0.HOG0009412,-22317.495759,-22317.495759,-22284.983223,-22284.983223,-22506.540508,0.21878,0.21878,0.23424,0.08711,0.23424,0.08711
N0.HOG0009413,-49137.118768,-49137.118767,-49127.533895,-49127.533894,-49522.310577,0.3146,0.3146,0.3307,0.26399,0.3307,0.264
N0.HOG0009434,-104937.306756,-104937.3069,-104846.193012,-104846.19263,-107216.916083,0.16394,0.16398,0.1833,0.11213,0.18333,0.11213
N0.HOG0009436,-18114.753473,-18114.753473,-18109.699748,-18109.699748,-18304.117119,0.20779,0.20779,0.21631,0.15771,0.21631,0.15771
N0.HOG0009449,-16393.705018,-16577.740345,-16879.3254,-17155.391244,-19430.238111,0.03534,0.02809,0.04952,0.04083,0.02287,0.0264
N0.HOG0009452,-110007.79744,-110007.79744,-109992.56361,-109992.563609,-110688.211109,0.33859,0.33859,0.35287,0.29042,0.35287,0.29041
N0.HOG0009453,-57523.207164,-51420.801964,-51417.055311,-51418.168562,-51930.544063,2,0.21083,0.21362,0.17778,0.21292,0.17726
N0.HOG0009454,-67988.898784,-67988.898787,-67961.776144,-67961.776145,-68583.825944,0.18259,0.18259,0.18973,0.11925,0.18973,0.11925
N0.HOG0009458,-47550.634965,-47550.634965,-47529.033621,-47529.033621,-48032.432846,0.15884,0.15884,0.16533,0.09863,0.16532,0.09862
N0.HOG0009460,-67701.165619,-67759.869675,-71007.879704,-67716.894291,-68337.36987,0.1472,0.15776,0.22817,0.1299,0.15573,0.09515
N0.HOG0009462,-53623.731626,-53623.387401,-53601.134385,-53601.15457,-54083.351288,0.24701,0.24943,0.26261,0.17777,0.26249,0.17786
N0.HOG0009463,-39676.196172,-39676.196172,-39658.700667,-39658.700667,-40153.244109,0.25706,0.25706,0.27475,0.1967,0.27475,0.1967
N0.HOG0009471,-18233.709098,-17629.979412,-17633.429119,-17959.252471,-18167.683706,0.13091,0.08496,0.11495,0.04275,0.08653,0.01282
N0.HOG0009496,-64888.505988,-64888.505988,-64852.172694,-64852.172694,-65521.266943,0.25447,0.25447,0.26989,0.17537,0.26989,0.17537
N0.HOG0009499,-76833.368186,-76833.368186,-76777.046144,-76777.046144,-77160.705317,0.23573,0.23573,0.24412,0.09537,0.24413,0.09537
N0.HOG0009502,-168710.495162,-168710.758615,-168629.901796,-168629.965485,-171121.343901,0.20788,0.20845,0.2234,0.15607,0.22307,0.15624
N0.HOG0009505,-36405.260557,-36405.739373,-36384.691767,-36385.42856,-36790.057257,0.23299,0.23691,0.24411,0.15664,0.23847,0.15615
N0.HOG0009508,-31468.324843,-31468.324843,-31462.25049,-31462.25049,-31654.559668,0.36898,0.36898,0.39011,0.31011,0.39012,0.31011
N0.HOG0009510,-26135.636823,-25616.018063,-26083.368362,-25625.556219,-26398.545144,0.12723,0.12753,0.13688,0.58202,0.15244,0.08311
N0.HOG0009531,-42385.738121,-42385.738121,-42359.834787,-42359.834787,-42805.813917,0.2326,0.2326,0.24679,0.15344,0.24679,0.15344
N0.HOG0009533,-51107.648641,-51107.648642,-51079.335972,-51079.335972,-51495.394798,0.28373,0.28372,0.2999,0.19192,0.29989,0.19191
N0.HOG0009546,-89928.667931,-89928.684274,-89891.194518,-89891.201157,-93191.448121,0.08806,0.08791,0.09892,0.06642,0.09901,0.0664
N0.HOG0009549,-73681.234301,-69944.659849,-72269.274819,-70528.70121,-71433.86937,1.9037,0.5,2.28396,0.33188,0.29696,0.29037
N0.HOG0009551,-163757.140682,-163757.140681,-163690.192169,-163690.192168,-164986.238678,0.32802,0.32802,0.35116,0.24969,0.35116,0.24969
N0.HOG0009552,-33814.079785,-33814.079786,-33804.386648,-33804.386649,-34128.158308,0.18827,0.18827,0.19486,0.135,0.19486,0.13501
N0.HOG0009554,-25656.050415,-25656.050415,-25652.342254,-25652.342254,-25723.049691,0.37226,0.37226,0.35621,0.43609,0.35621,0.43609
N0.HOG0009555,-50527.90772,-50776.182057,-50236.532677,-51766.744337,-51066.491058,0.25141,0.26206,0.23762,0.14452,0.45098,0.44877
N0.HOG0009557,-76157.953255,-76157.95193,-76121.989709,-76122.003504,-78393.886399,0.15242,0.15227,0.16752,0.12118,0.16682,0.12109
N0.HOG0009558,-73198.238272,-73198.238272,-73148.611983,-73148.611983,-73923.105736,0.21853,0.21853,0.23182,0.13537,0.23182,0.13537
N0.HOG0009560,-39653.456915,-39653.456915,-39622.208012,-39622.208012,-39948.187834,0.29711,0.2971,0.32052,0.184,0.32052,0.184
N0.HOG0009561,-90465.649213,-90465.649214,-90464.015931,-90464.015931,-91217.150416,0.18862,0.18862,0.19074,0.17518,0.19074,0.17519
N0.HOG0009562,-57247.004333,-57247.004333,-57242.938279,-57242.938279,-57475.510184,0.3037,0.3037,0.3089,0.2575,0.3089,0.2575
N0.HOG0009564,-97735.593693,-97735.593692,-97695.087958,-97695.087958,-97975.082497,0.32903,0.32903,0.33762,0.17398,0.33762,0.17399
N0.HOG0009565,-73449.838266,-73449.834223,-73431.862961,-73431.807198,-74862.57782,0.16423,0.16408,0.17327,0.13422,0.17298,0.13381
N0.HOG0009566,-61765.308678,-61765.308678,-61732.487742,-61732.487742,-62694.741517,0.21283,0.21283,0.22878,0.15754,0.22878,0.15754
N0.HOG0009568,-88324.608815,-88392.105812,-90986.446996,-88273.701814,-89301.263265,0.23904,0.22053,0.21382,18.91708,0.25261,0.17998
N0.HOG0009576,-59994.910901,-59994.910901,-59992.462887,-59992.462887,-60903.396572,0.22343,0.22343,0.22974,0.20921,0.22974,0.20921
N0.HOG0009583,-120712.21541,-120712.21541,-120690.245017,-120690.245017,-121083.172723,0.41612,0.41612,0.43352,0.32951,0.43352,0.32951
N0.HOG0009584,-114171.908037,-114171.908037,-114084.510758,-114084.510758,-115519.802455,0.23981,0.23981,0.25819,0.15816,0.25819,0.15816
N0.HOG0009585,-72450.881941,-72429.34644,-75300.583769,-72297.563117,-73436.021896,0.22606,0.19947,0.20357,4.99069,0.22776,0.1477
N0.HOG0009599,-129183.258392,-129183.258392,-129155.193744,-129155.193744,-130422.901295,0.3469,0.3469,0.37618,0.30256,0.37618,0.30256
N0.HOG0009602,-81330.445026,-81330.445036,-81318.665518,-81318.700898,-81594.96633,0.32744,0.32742,0.33498,0.2516,0.33652,0.25194
N0.HOG0009603,-37873.987758,-37873.987758,-37847.907633,-37847.907633,-38065.755662,0.33701,0.33701,0.3576,0.20166,0.3576,0.20166
N0.HOG0009632,-46884.853916,-46884.853916,-46823.911875,-46823.911875,-47336.543945,0.24645,0.24645,0.26959,0.12732,0.26959,0.12733
N0.HOG0009640,-138177.742708,-120012.404117,-123807.249692,-119426.709624,-120471.01571,2,0.18074,0.2116,0.12847,0.16562,0.10982
N0.HOG0009654,-56926.853205,-56926.853205,-56911.02566,-56911.02566,-57155.330016,0.19637,0.19637,0.20079,0.11486,0.20079,0.11486
N0.HOG0009655,-52819.481546,-52819.481546,-52752.692397,-52752.692397,-53405.305045,0.21881,0.21881,0.24092,0.11122,0.24092,0.11122
N0.HOG0009657,-103901.832244,-103901.832244,-103888.548728,-103888.548728,-104496.342218,0.30458,0.30458,0.31339,0.25406,0.31339,0.25406
N0.HOG0009658,-60822.626642,-60822.626642,-60798.079427,-60798.079427,-61102.930203,0.17795,0.17795,0.18254,0.08938,0.18254,0.08938
N0.HOG0009661,-33701.622537,-33701.622537,-33664.020774,-33664.020773,-34288.565985,0.18057,0.18057,0.19772,0.10825,0.19771,0.10825
N0.HOG0009663,-33631.922329,-33631.922329,-33624.403401,-33624.403401,-34037.695522,0.24685,0.24685,0.26073,0.20576,0.26073,0.20576
N0.HOG0009664,-38304.71251,-38304.71251,-38283.78958,-38283.789579,-38580.785681,0.29547,0.29547,0.31485,0.20246,0.31485,0.20245
N0.HOG0009713,-14896.596778,-14896.597467,-14888.770816,-14885.353248,-15207.082497,0.08181,0.08177,0.0862,0.04201,0.08883,0.04432
N0.HOG0009714,-72123.067819,-72123.067772,-72096.1505,-72096.150355,-72542.959429,0.37144,0.37145,0.39364,0.28445,0.39365,0.28464
N0.HOG0009715,-35401.066393,-35401.066393,-35377.025666,-35377.025666,-35690.908882,0.24123,0.24123,0.25465,0.14644,0.25465,0.14644
N0.HOG0009716,-100322.890068,-100322.890068,-100301.876252,-100301.876252,-100703.510718,0.43377,0.43377,0.45669,0.35196,0.45669,0.35196
N0.HOG0009717,-59152.38296,-59152.383156,-59141.173841,-59141.174863,-59957.570496,0.11339,0.11339,0.11719,0.08441,0.11709,0.0844
N0.HOG0009719,-27392.084562,-27392.08458,-27392.052851,-27392.052853,-27719.092966,0.19024,0.19022,0.19093,0.18759,0.19094,0.1876
N0.HOG0009720,-65094.760291,-65100.062797,-66075.168818,-65697.101857,-66119.151448,0.10176,0.10047,0.12155,0.067,0.10201,0.04913
N0.HOG0009721,-73560.724251,-73560.724251,-73556.402405,-73556.402405,-73745.811681,0.32332,0.32332,0.32764,0.26946,0.32765,0.26946
N0.HOG0009722,-48935.719728,-48935.719728,-48934.610752,-48934.610752,-49669.923589,0.19565,0.19565,0.19931,0.185,0.19931,0.18501
N0.HOG0009723,-58973.631969,-58973.631969,-58878.467982,-58878.467982,-59521.581779,0.20458,0.20458,0.21898,0.07203,0.21898,0.07203
N0.HOG0009731,-7912.219384,-7048.647433,-8068.098067,-7133.093022,-7188.234322,0.75828,0.12999,2.21494,2.35972,0.13556,0.48171
N0.HOG0009738,-20945.07139,-20945.07139,-20921.809531,-20921.809531,-21201.27815,0.16158,0.16158,0.17248,0.07753,0.17248,0.07753
N0.HOG0009740,-63880.19131,-63880.19131,-63824.74998,-63824.74998,-64359.597621,0.24766,0.24766,0.26215,0.13409,0.26215,0.13409
N0.HOG0009743,-79202.523029,-79068.941624,-81680.690071,-78986.268962,-79955.801296,0.24484,0.2549,0.29289,3.40482,0.27698,0.15968
N0.HOG0009744,-31771.552696,-31771.552746,-31765.318177,-31765.318332,-32157.546034,0.23425,0.23415,0.24501,0.19575,0.245,0.19561
N0.HOG0009748,-40346.975633,-40346.975633,-40331.141114,-40331.141114,-40777.858633,0.15978,0.15978,0.16634,0.10712,0.16634,0.10712
N0.HOG0009749,-52987.768105,-52987.768105,-52859.379248,-52859.379242,-53832.868784,0.15223,0.15223,0.16843,0.04602,0.16843,0.04601
N0.HOG0009750,-53782.955372,-53782.955369,-53751.872196,-53751.87219,-54989.235075,0.14731,0.14731,0.15881,0.10747,0.15879,0.10749
N0.HOG0009752,-27292.367675,-27292.369285,-27277.433029,-27277.432425,-28109.17774,0.08294,0.08284,0.09081,0.0556,0.09078,0.05565
N0.HOG0009757,-78565.008835,-67419.338098,-69056.850511,-67396.881738,-71771.599583,2,0.12939,0.1582,1.04326,0.13621,0.09003
N0.HOG0009758,-76582.793659,-76582.793659,-76578.526445,-76578.526445,-76795.882883,0.53003,0.53003,0.54742,0.48773,0.54742,0.48772
N0.HOG0009762,-26057.234098,-26057.234098,-26056.52212,-26056.52212,-26217.806771,0.19629,0.1963,0.19836,0.17654,0.19836,0.17654
N0.HOG0009763,-15187.178089,-15187.178089,-15182.368865,-15182.368865,-15293.745134,0.27851,0.27851,0.28975,0.20554,0.28975,0.20553
